TrueDistance,PredictedDistance,RSSI,Class
3.50,3.35,-62.71,Far
3.50,3.30,-62.56,Far
3.50,3.34,-62.70,Far
3.50,3.35,-62.71,Far
3.50,3.30,-62.56,Far
3.50,3.35,-62.74,Far
3.50,3.36,-62.75,Far
3.50,3.31,-62.60,Far
3.50,3.32,-62.62,Far
3.60,4.36,-65.63,Far
3.60,4.27,-65.40,Far
3.60,4.47,-65.91,Far
3.60,4.37,-65.67,Far
3.60,4.28,-65.44,Far
3.60,4.47,-65.91,Far
3.60,2.97,-61.38,Far
3.60,2.80,-60.74,Far
3.60,2.74,-60.51,Far
3.60,3.93,-64.48,Far
3.60,3.63,-63.61,Far
3.60,2.81,-60.79,Far
3.60,6.00,-69.15,Far
3.60,7.95,-72.26,Far
3.60,6.22,-69.55,Far
3.60,5.25,-67.69,Far
3.60,6.12,-69.38,Far
3.60,5.29,-67.76,Far
3.60,4.84,-66.78,Far
3.60,4.52,-66.02,Far
3.60,5.09,-67.35,Far
3.60,4.79,-66.66,Far
3.60,4.54,-66.07,Far
3.60,4.96,-67.05,Far
3.60,4.72,-66.51,Far
3.60,4.49,-65.96,Far
3.60,4.85,-66.80,Far
3.60,4.65,-66.34,Far
3.60,4.98,-67.09,Far
3.60,4.78,-66.65,Far
3.60,4.59,-66.20,Far
3.60,4.42,-65.78,Far
3.60,4.70,-66.47,Far
3.60,4.55,-66.11,Far
3.60,4.42,-65.79,Far
3.60,4.28,-65.44,Far
3.60,4.54,-66.08,Far
3.60,4.41,-65.77,Far
3.60,4.30,-65.49,Far
3.60,4.54,-66.09,Far
3.60,4.43,-65.80,Far
3.60,4.32,-65.53,Far
3.60,4.55,-66.11,Far
3.60,4.44,-65.83,Far
3.60,4.33,-65.56,Far
3.60,4.22,-65.27,Far
3.60,4.44,-65.84,Far
3.60,4.66,-66.37,Far
3.60,4.54,-66.09,Far
3.60,4.44,-65.83,Far
3.60,4.65,-66.35,Far
3.60,4.87,-66.85,Far
3.60,2.96,-61.36,Far
3.60,2.80,-60.74,Far
3.60,4.58,-66.18,Far
3.60,4.00,-64.69,Far
3.60,3.69,-63.78,Far
3.60,3.48,-63.16,Far
3.60,12.13,-76.92,Far
3.60,6.00,-69.15,Far
3.60,4.62,-66.27,Far
3.60,4.03,-64.76,Far
3.60,3.64,-63.63,Far
3.60,4.57,-66.16,Far
3.60,5.33,-67.85,Far
3.60,4.87,-66.86,Far
3.60,4.54,-66.08,Far
3.60,4.29,-65.46,Far
3.60,4.09,-64.94,Far
3.60,3.91,-64.42,Far
3.60,3.78,-64.05,Far
3.60,3.67,-63.74,Far
3.60,3.58,-63.47,Far
3.60,3.50,-63.22,Far
3.60,2.48,-59.41,Far
3.60,5.38,-67.95,Far
3.60,4.28,-65.44,Far
3.60,3.80,-64.13,Far
3.60,4.86,-66.84,Far
3.60,5.74,-68.67,Far
3.60,2.82,-60.81,Far
3.60,2.72,-60.44,Far
3.60,2.69,-60.30,Far
3.60,2.67,-60.23,Far
3.60,2.66,-60.18,Far
3.60,3.47,-63.11,Far
3.60,3.33,-62.67,Far
3.60,3.23,-62.33,Far
3.60,3.13,-61.96,Far
3.60,3.60,-63.51,Far
3.60,3.49,-63.17,Far
3.60,3.46,-63.07,Far
3.60,3.80,-64.13,Far
3.60,4.17,-65.13,Far
3.60,4.02,-64.75,Far
3.60,3.93,-64.49,Far
3.60,3.83,-64.19,Far
3.60,4.15,-65.08,Far
3.60,4.03,-64.76,Far
3.60,3.93,-64.48,Far
3.70,6.46,-69.97,Far
3.70,6.37,-69.81,Far
3.70,6.51,-70.06,Far
3.70,6.42,-69.90,Far
3.70,6.56,-70.14,Far
3.70,6.54,-70.10,Far
3.70,6.51,-70.05,Far
3.70,6.51,-70.05,Far
3.70,6.41,-69.89,Far
3.70,6.55,-70.13,Far
3.70,6.70,-70.37,Far
3.70,6.66,-70.31,Far
3.70,6.56,-70.14,Far
3.70,6.68,-70.34,Far
3.70,6.62,-70.24,Far
3.70,6.76,-70.47,Far
3.70,6.72,-70.41,Far
3.70,6.69,-70.36,Far
3.70,6.58,-70.18,Far
3.70,6.70,-70.38,Far
3.70,6.60,-70.20,Far
3.70,6.71,-70.39,Far
3.70,6.83,-70.58,Far
3.70,6.78,-70.51,Far
3.70,6.67,-70.33,Far
3.70,6.81,-70.56,Far
3.70,6.80,-70.54,Far
3.70,6.69,-70.36,Far
3.70,6.68,-70.34,Far
3.70,6.70,-70.37,Far
3.70,6.52,-70.07,Far
3.70,6.50,-70.03,Far
3.70,6.66,-70.31,Far
3.70,6.63,-70.26,Far
3.70,6.77,-70.49,Far
3.70,6.88,-70.67,Far
3.70,6.84,-70.60,Far
3.70,6.80,-70.54,Far
3.70,6.93,-70.75,Far
3.70,6.91,-70.72,Far
3.70,6.80,-70.54,Far
3.70,6.93,-70.75,Far
3.70,5.74,-68.66,Far
3.70,5.14,-67.44,Far
3.70,7.14,-71.08,Far
3.70,6.40,-69.86,Far
3.70,7.13,-71.06,Far
3.70,7.02,-70.88,Far
3.70,6.85,-70.62,Far
3.70,6.50,-70.03,Far
3.70,6.91,-70.71,Far
3.70,6.80,-70.53,Far
3.70,6.54,-70.10,Far
3.70,6.38,-69.83,Far
3.70,6.68,-70.34,Far
3.70,6.66,-70.31,Far
3.70,6.48,-70.00,Far
3.70,6.44,-69.93,Far
3.70,6.40,-69.87,Far
3.70,6.26,-69.62,Far
3.70,6.48,-70.01,Far
3.70,6.45,-69.95,Far
3.70,6.32,-69.72,Far
3.70,6.20,-69.51,Far
3.70,6.12,-69.38,Far
3.70,10.85,-75.69,Far
3.70,11.46,-76.29,Far
3.70,9.30,-73.99,Far
3.70,7.81,-72.07,Far
3.70,8.37,-72.83,Far
3.70,8.03,-72.37,Far
3.70,7.69,-71.89,Far
3.70,7.19,-71.15,Far
3.70,7.03,-70.90,Far
3.70,6.72,-70.40,Far
3.70,6.47,-69.98,Far
3.70,6.78,-70.51,Far
3.70,6.71,-70.39,Far
3.70,6.55,-70.12,Far
3.70,6.81,-70.56,Far
3.70,6.62,-70.24,Far
3.70,6.57,-70.16,Far
3.70,6.52,-70.08,Far
3.70,6.38,-69.83,Far
3.70,6.60,-70.20,Far
3.70,6.59,-70.19,Far
3.70,6.48,-70.01,Far
3.70,6.71,-70.39,Far
3.70,6.66,-70.31,Far
3.70,6.85,-70.61,Far
3.70,6.80,-70.53,Far
3.70,6.66,-70.30,Far
3.70,6.83,-70.58,Far
3.70,6.78,-70.51,Far
3.70,4.86,-66.84,Far
3.70,5.32,-67.83,Far
3.70,5.50,-68.20,Far
3.70,5.60,-68.39,Far
3.70,5.37,-67.93,Far
3.70,5.22,-67.61,Far
3.80,3.06,-61.73,Far
3.80,4.09,-64.93,Far
3.80,3.95,-64.55,Far
3.80,3.69,-63.80,Far
3.80,4.21,-65.25,Far
3.80,4.71,-66.48,Far
3.80,4.54,-66.09,Far
3.80,4.29,-65.46,Far
3.80,4.66,-66.36,Far
3.80,4.54,-66.07,Far
3.80,4.43,-65.82,Far
3.80,4.26,-65.37,Far
3.80,4.54,-66.07,Far
3.80,4.34,-65.58,Far
3.80,4.20,-65.21,Far
3.80,8.91,-73.52,Far
3.80,5.75,-68.69,Far
3.80,4.61,-66.26,Far
3.80,5.59,-68.37,Far
3.80,6.28,-69.66,Far
3.80,5.69,-68.57,Far
3.80,5.09,-67.35,Far
3.80,5.56,-68.31,Far
3.80,5.26,-67.71,Far
3.80,4.99,-67.12,Far
3.80,4.70,-66.45,Far
3.80,5.03,-67.20,Far
3.80,4.87,-66.85,Far
3.80,4.64,-66.32,Far
3.80,4.48,-65.93,Far
3.80,4.72,-66.50,Far
3.80,4.61,-66.26,Far
3.80,4.45,-65.86,Far
3.80,4.66,-66.36,Far
3.80,4.55,-66.10,Far
3.80,4.43,-65.81,Far
3.80,4.62,-66.27,Far
3.80,4.48,-65.93,Far
3.80,4.35,-65.61,Far
3.80,4.53,-66.05,Far
3.80,4.46,-65.89,Far
3.80,4.35,-65.60,Far
3.80,4.53,-66.06,Far
3.80,4.69,-66.44,Far
3.80,4.62,-66.28,Far
3.80,4.52,-66.03,Far
3.80,4.67,-66.40,Far
3.80,4.59,-66.20,Far
3.80,4.47,-65.92,Far
3.80,4.64,-66.33,Far
3.80,4.56,-66.13,Far
3.80,4.45,-65.86,Far
3.80,4.37,-65.65,Far
3.80,4.51,-66.01,Far
3.80,4.41,-65.75,Far
3.80,4.53,-66.06,Far
3.80,4.70,-66.45,Far
3.80,4.63,-66.30,Far
3.80,4.54,-66.08,Far
3.80,4.68,-66.41,Far
3.80,4.62,-66.27,Far
3.80,4.51,-66.00,Far
3.80,4.65,-66.34,Far
3.80,4.59,-66.20,Far
3.80,4.54,-66.07,Far
3.80,4.43,-65.82,Far
3.80,4.59,-66.19,Far
3.80,4.53,-66.06,Far
3.80,4.45,-65.86,Far
3.80,4.59,-66.19,Far
3.80,4.52,-66.02,Far
3.80,4.40,-65.73,Far
3.80,4.34,-65.58,Far
3.80,4.30,-65.48,Far
3.80,4.21,-65.25,Far
3.80,4.35,-65.61,Far
3.80,4.31,-65.50,Far
3.80,4.21,-65.24,Far
3.80,4.13,-65.03,Far
3.80,4.26,-65.39,Far
3.80,4.23,-65.29,Far
3.80,4.15,-65.08,Far
3.80,4.30,-65.48,Far
3.80,4.26,-65.38,Far
3.80,4.18,-65.16,Far
3.80,4.30,-65.48,Far
3.80,4.26,-65.38,Far
3.80,4.22,-65.28,Far
3.80,4.13,-65.03,Far
3.80,4.26,-65.39,Far
3.80,4.18,-65.17,Far
3.80,4.11,-64.97,Far
3.80,4.26,-65.37,Far
3.80,4.22,-65.27,Far
3.80,4.14,-65.06,Far
3.80,4.28,-65.42,Far
3.80,4.41,-65.76,Far
3.80,4.37,-65.65,Far
3.80,4.26,-65.39,Far
3.80,4.40,-65.73,Far
3.90,3.74,-63.94,Far
3.90,3.79,-64.10,Far
3.90,3.84,-64.22,Far
3.90,3.75,-63.97,Far
3.90,3.80,-64.13,Far
3.90,3.87,-64.33,Far
3.90,3.78,-64.07,Far
3.90,3.84,-64.23,Far
3.90,3.89,-64.38,Far
3.90,3.93,-64.48,Far
3.90,3.84,-64.23,Far
3.90,3.89,-64.38,Far
3.90,3.93,-64.48,Far
3.90,3.84,-64.22,Far
3.90,3.89,-64.37,Far
3.90,3.94,-64.52,Far
3.90,3.86,-64.30,Far
3.90,3.92,-64.45,Far
3.90,3.95,-64.55,Far
3.90,3.86,-64.29,Far
3.90,3.91,-64.43,Far
3.90,3.95,-64.54,Far
3.90,3.86,-64.28,Far
3.90,3.77,-64.03,Far
3.90,3.81,-64.14,Far
3.90,3.85,-64.26,Far
3.90,3.75,-63.97,Far
3.90,3.80,-64.13,Far
3.90,3.84,-64.24,Far
3.90,3.76,-63.99,Far
3.90,3.81,-64.15,Far
3.90,3.85,-64.27,Far
3.90,3.92,-64.46,Far
3.90,3.84,-64.24,Far
3.90,3.90,-64.39,Far
3.90,3.93,-64.49,Far
3.90,3.85,-64.27,Far
3.90,3.78,-64.06,Far
3.90,3.82,-64.18,Far
3.90,3.74,-63.93,Far
3.90,3.79,-64.10,Far
3.90,3.85,-64.25,Far
3.90,3.88,-64.36,Far
3.90,3.80,-64.11,Far
3.90,3.85,-64.26,Far
3.90,3.89,-64.37,Far
3.90,3.80,-64.12,Far
3.90,3.85,-64.27,Far
3.90,3.89,-64.38,Far
3.90,3.80,-64.13,Far
3.90,3.86,-64.28,Far
3.90,3.90,-64.39,Far
3.90,3.81,-64.14,Far
3.90,3.86,-64.29,Far
3.90,3.91,-64.44,Far
3.90,3.95,-64.54,Far
3.90,3.86,-64.28,Far
3.90,3.90,-64.39,Far
3.90,3.93,-64.49,Far
3.90,3.84,-64.23,Far
3.90,3.75,-63.98,Far
3.90,3.81,-64.14,Far
3.90,3.85,-64.26,Far
3.90,3.76,-64.01,Far
3.90,3.82,-64.17,Far
3.90,3.73,-63.92,Far
3.90,3.77,-64.04,Far
3.90,3.81,-64.16,Far
3.90,3.86,-64.28,Far
3.90,3.77,-64.02,Far
3.90,3.81,-64.14,Far
3.90,3.85,-64.26,Far
3.90,3.79,-64.09,Far
3.90,3.71,-63.84,Far
3.90,3.76,-64.01,Far
3.90,3.80,-64.13,Far
3.90,3.72,-63.89,Far
3.90,3.78,-64.05,Far
3.90,3.83,-64.21,Far
3.90,3.75,-63.96,Far
3.90,3.80,-64.12,Far
3.90,3.86,-64.28,Far
3.90,3.89,-64.38,Far
3.90,3.80,-64.13,Far
3.90,3.86,-64.28,Far
3.90,3.90,-64.39,Far
3.90,3.79,-64.10,Far
3.90,3.71,-63.85,Far
3.90,3.77,-64.02,Far
3.90,3.81,-64.14,Far
3.90,3.74,-63.93,Far
3.90,3.79,-64.10,Far
3.90,3.85,-64.25,Far
3.90,3.88,-64.36,Far
3.90,3.80,-64.11,Far
3.90,3.84,-64.22,Far
3.90,3.87,-64.33,Far
3.90,3.91,-64.44,Far
3.90,3.82,-64.18,Far
3.90,3.88,-64.34,Far
4.00,3.84,-64.23,Far
4.00,3.87,-64.31,Far
4.00,3.80,-64.13,Far
4.00,3.86,-64.29,Far
4.00,3.87,-64.32,Far
4.00,3.88,-64.34,Far
4.00,3.82,-64.17,Far
4.00,3.87,-64.32,Far
4.00,3.81,-64.15,Far
4.00,3.75,-63.98,Far
4.00,3.81,-64.15,Far
4.00,3.75,-63.98,Far
4.00,3.79,-64.10,Far
4.00,3.82,-64.18,Far
4.00,3.76,-64.01,Far
4.00,3.80,-64.13,Far
4.00,3.83,-64.20,Far
4.00,3.77,-64.04,Far
4.00,3.81,-64.15,Far
4.00,3.84,-64.23,Far
4.00,3.86,-64.30,Far
4.00,3.79,-64.09,Far
4.00,3.84,-64.24,Far
4.00,3.85,-64.27,Far
4.00,3.79,-64.10,Far
4.00,3.74,-63.94,Far
4.00,3.79,-64.10,Far
4.00,3.82,-64.18,Far
4.00,3.76,-64.01,Far
4.00,3.80,-64.13,Far
4.00,3.87,-64.32,Far
4.00,3.88,-64.35,Far
4.00,3.84,-64.22,Far
4.00,3.87,-64.33,Far
4.00,3.90,-64.40,Far
4.00,3.84,-64.22,Far
4.00,3.78,-64.05,Far
4.00,3.82,-64.17,Far
4.00,3.83,-64.20,Far
4.00,3.77,-64.03,Far
4.00,3.81,-64.15,Far
4.00,3.84,-64.23,Far
4.00,3.88,-64.34,Far
4.00,3.90,-64.40,Far
4.00,3.91,-64.43,Far
4.00,3.85,-64.25,Far
4.00,3.90,-64.40,Far
4.00,3.92,-64.46,Far
4.00,3.86,-64.29,Far
4.00,3.90,-64.39,Far
4.00,3.92,-64.46,Far
4.00,3.87,-64.32,Far
4.00,3.91,-64.43,Far
4.00,3.92,-64.45,Far
4.00,3.95,-64.55,Far
4.00,3.89,-64.37,Far
4.00,3.93,-64.48,Far
4.00,3.95,-64.54,Far
4.00,3.88,-64.36,Far
4.00,3.92,-64.46,Far
4.00,3.90,-64.40,Far
4.00,3.83,-64.19,Far
4.00,3.86,-64.30,Far
4.00,3.89,-64.37,Far
4.00,3.84,-64.23,Far
4.00,3.88,-64.34,Far
4.00,3.89,-64.37,Far
4.00,3.90,-64.39,Far
4.00,3.84,-64.22,Far
4.00,3.87,-64.33,Far
4.00,3.90,-64.40,Far
4.00,3.82,-64.18,Far
4.00,3.76,-64.01,Far
4.00,3.79,-64.09,Far
4.00,3.74,-63.93,Far
4.00,3.78,-64.05,Far
4.00,3.82,-64.17,Far
4.00,3.84,-64.24,Far
4.00,3.78,-64.07,Far
4.00,3.83,-64.19,Far
4.00,3.85,-64.26,Far
4.00,3.79,-64.09,Far
4.00,3.85,-64.25,Far
4.00,3.79,-64.08,Far
4.00,3.73,-63.92,Far
4.00,3.77,-64.04,Far
4.00,3.80,-64.12,Far
4.00,3.74,-63.95,Far
4.00,3.78,-64.07,Far
4.00,3.81,-64.15,Far
4.00,3.77,-64.03,Far
4.00,3.81,-64.14,Far
4.00,3.81,-64.14,Far
4.00,3.83,-64.21,Far
4.00,3.77,-64.04,Far
4.00,3.81,-64.16,Far
4.00,3.87,-64.32,Far
4.00,3.82,-64.18,Far
4.00,3.77,-64.02,Far
4.00,3.81,-64.14,Far
4.10,4.36,-65.63,Far
4.10,4.37,-65.65,Far
4.10,4.42,-65.78,Far
4.10,4.41,-65.75,Far
4.10,4.38,-65.68,Far
4.10,4.43,-65.81,Far
4.10,4.42,-65.78,Far
4.10,4.39,-65.71,Far
4.10,4.36,-65.64,Far
4.10,4.41,-65.77,Far
4.10,4.40,-65.74,Far
4.10,4.37,-65.67,Far
4.10,4.43,-65.81,Far
4.10,4.46,-65.89,Far
4.10,4.45,-65.86,Far
4.10,4.43,-65.82,Far
4.10,4.50,-65.99,Far
4.10,4.49,-65.95,Far
4.10,4.47,-65.91,Far
4.10,4.52,-66.04,Far
4.10,4.49,-65.96,Far
4.10,4.46,-65.88,Far
4.10,4.44,-65.84,Far
4.10,4.50,-65.97,Far
4.10,4.45,-65.85,Far
4.10,4.42,-65.78,Far
4.10,4.47,-65.90,Far
4.10,4.45,-65.87,Far
4.10,4.42,-65.79,Far
4.10,4.47,-65.92,Far
4.10,4.46,-65.89,Far
4.10,4.45,-65.85,Far
4.10,4.48,-65.94,Far
4.10,4.45,-65.86,Far
4.10,4.42,-65.78,Far
4.10,4.39,-65.71,Far
4.10,4.38,-65.68,Far
4.10,4.35,-65.62,Far
4.10,4.41,-65.75,Far
4.10,4.39,-65.72,Far
4.10,4.38,-65.69,Far
4.10,4.36,-65.63,Far
4.10,4.41,-65.76,Far
4.10,4.40,-65.73,Far
4.10,4.37,-65.66,Far
4.10,4.34,-65.59,Far
4.10,4.40,-65.73,Far
4.10,4.39,-65.70,Far
4.10,4.36,-65.63,Far
4.10,4.41,-65.77,Far
4.10,4.47,-65.90,Far
4.10,4.45,-65.86,Far
4.10,4.44,-65.83,Far
4.10,4.47,-65.91,Far
4.10,4.46,-65.88,Far
4.10,4.44,-65.84,Far
4.10,4.43,-65.81,Far
4.10,4.48,-65.94,Far
4.10,4.47,-65.90,Far
4.10,4.43,-65.82,Far
4.10,4.42,-65.79,Far
4.10,4.41,-65.76,Far
4.10,4.40,-65.73,Far
4.10,4.45,-65.86,Far
4.10,4.48,-65.94,Far
4.10,4.47,-65.91,Far
4.10,4.45,-65.87,Far
4.10,4.51,-66.00,Far
4.10,4.57,-66.16,Far
4.10,4.57,-66.15,Far
4.10,4.55,-66.10,Far
4.10,4.53,-66.06,Far
4.10,4.58,-66.18,Far
4.10,4.56,-66.13,Far
4.10,4.54,-66.08,Far
4.10,4.52,-66.04,Far
4.10,4.57,-66.16,Far
4.10,4.55,-66.11,Far
4.10,4.54,-66.07,Far
4.10,4.59,-66.19,Far
4.10,4.56,-66.14,Far
4.10,4.54,-66.09,Far
4.10,4.53,-66.05,Far
4.10,4.56,-66.13,Far
4.10,4.54,-66.08,Far
4.10,4.52,-66.04,Far
4.10,4.49,-65.96,Far
4.10,4.54,-66.08,Far
4.10,4.52,-66.04,Far
4.10,4.50,-65.99,Far
4.10,4.54,-66.07,Far
4.10,4.59,-66.19,Far
4.10,4.56,-66.14,Far
4.10,4.55,-66.10,Far
4.10,4.59,-66.21,Far
4.10,4.58,-66.17,Far
4.10,4.56,-66.12,Far
4.10,4.59,-66.19,Far
4.10,4.57,-66.15,Far
4.10,4.55,-66.10,Far
4.20,6.56,-70.14,Far
4.20,6.41,-69.89,Far
4.20,6.51,-70.06,Far
4.20,6.53,-70.09,Far
4.20,6.39,-69.85,Far
4.20,6.49,-70.02,Far
4.20,6.54,-70.10,Far
4.20,6.39,-69.85,Far
4.20,6.49,-70.02,Far
4.20,6.54,-70.10,Far
4.20,6.58,-70.17,Far
4.20,6.44,-69.93,Far
4.20,6.53,-70.09,Far
4.20,6.55,-70.13,Far
4.20,6.43,-69.92,Far
4.20,6.29,-69.68,Far
4.20,6.40,-69.86,Far
4.20,6.42,-69.90,Far
4.20,6.31,-69.71,Far
4.20,6.38,-69.84,Far
4.20,6.48,-70.00,Far
4.20,6.50,-70.04,Far
4.20,6.38,-69.84,Far
4.20,6.48,-70.01,Far
4.20,6.51,-70.05,Far
4.20,6.41,-69.89,Far
4.20,6.46,-69.97,Far
4.20,6.51,-70.05,Far
4.20,6.34,-69.77,Far
4.20,6.47,-69.98,Far
4.20,6.33,-69.74,Far
4.20,6.42,-69.91,Far
4.20,6.29,-69.67,Far
4.20,6.39,-69.85,Far
4.20,6.41,-69.89,Far
4.20,6.28,-69.66,Far
4.20,6.45,-69.95,Far
4.20,6.50,-70.03,Far
4.20,6.54,-70.11,Far
4.20,6.40,-69.87,Far
4.20,6.50,-70.03,Far
4.20,6.54,-70.11,Far
4.20,6.57,-70.15,Far
4.20,6.42,-69.90,Far
4.20,6.47,-69.98,Far
4.20,6.33,-69.75,Far
4.20,6.20,-69.52,Far
4.20,6.30,-69.70,Far
4.20,6.38,-69.83,Far
4.20,6.50,-70.03,Far
4.20,6.54,-70.11,Far
4.20,6.40,-69.87,Far
4.20,6.50,-70.03,Far
4.20,6.54,-70.11,Far
4.20,6.59,-70.19,Far
4.20,6.47,-69.98,Far
4.20,6.56,-70.14,Far
4.20,6.61,-70.22,Far
4.20,6.46,-69.97,Far
4.20,6.58,-70.17,Far
4.20,6.62,-70.24,Far
4.20,6.47,-69.99,Far
4.20,6.57,-70.15,Far
4.20,6.59,-70.19,Far
4.20,6.63,-70.26,Far
4.20,6.46,-69.97,Far
4.20,6.58,-70.17,Far
4.20,6.62,-70.24,Far
4.20,6.47,-69.99,Far
4.20,6.33,-69.75,Far
4.20,6.45,-69.96,Far
4.20,6.50,-70.04,Far
4.20,6.38,-69.84,Far
4.20,6.23,-69.57,Far
4.20,6.36,-69.79,Far
4.20,6.41,-69.88,Far
4.20,6.29,-69.68,Far
4.20,6.41,-69.89,Far
4.20,6.51,-70.06,Far
4.20,6.60,-70.21,Far
4.20,6.65,-70.29,Far
4.20,6.50,-70.03,Far
4.20,6.61,-70.23,Far
4.20,6.66,-70.30,Far
4.20,6.53,-70.09,Far
4.20,6.39,-69.85,Far
4.20,6.51,-70.05,Far
4.20,6.55,-70.13,Far
4.20,6.41,-69.89,Far
4.20,6.51,-70.05,Far
4.20,6.63,-70.25,Far
4.20,6.67,-70.32,Far
4.20,6.54,-70.11,Far
4.20,6.66,-70.30,Far
4.20,6.70,-70.37,Far
4.20,6.73,-70.43,Far
4.20,6.61,-70.22,Far
4.20,6.72,-70.41,Far
4.20,6.76,-70.47,Far
4.20,6.55,-70.13,Far
4.30,3.48,-63.16,Far
4.30,3.59,-63.50,Far
4.30,7.14,-71.08,Far
4.30,8.96,-73.58,Far
4.30,7.11,-71.03,Far
4.30,6.17,-69.46,Far
4.30,7.11,-71.03,Far
4.30,6.41,-69.89,Far
4.30,5.93,-69.02,Far
4.30,5.57,-68.34,Far
4.30,5.30,-67.79,Far
4.30,5.09,-67.34,Far
4.30,5.54,-68.27,Far
4.30,5.33,-67.84,Far
4.30,5.15,-67.46,Far
4.30,5.59,-68.38,Far
4.30,5.41,-68.01,Far
4.30,5.24,-67.67,Far
4.30,5.11,-67.38,Far
4.30,4.98,-67.11,Far
4.30,4.85,-66.80,Far
4.30,5.19,-67.56,Far
4.30,5.08,-67.31,Far
4.30,4.97,-67.07,Far
4.30,4.85,-66.80,Far
4.30,5.16,-67.49,Far
4.30,5.47,-68.13,Far
4.30,5.34,-67.87,Far
4.30,5.23,-67.63,Far
4.30,5.54,-68.28,Far
4.30,3.77,-64.02,Far
4.30,3.61,-63.55,Far
4.30,3.66,-63.69,Far
4.30,5.11,-67.38,Far
4.30,4.72,-66.52,Far
4.30,4.49,-65.95,Far
4.30,4.26,-65.38,Far
4.30,13.28,-77.92,Far
4.30,7.14,-71.07,Far
4.30,5.66,-68.52,Far
4.30,5.02,-67.19,Far
4.30,4.58,-66.18,Far
4.30,4.30,-65.49,Far
4.30,5.19,-67.56,Far
4.30,4.93,-66.99,Far
4.30,4.73,-66.53,Far
4.30,4.58,-66.17,Far
4.30,4.45,-65.87,Far
4.30,4.32,-65.53,Far
4.30,4.96,-67.05,Far
4.30,4.82,-66.74,Far
4.30,4.70,-66.46,Far
4.30,4.60,-66.22,Far
4.30,5.06,-67.27,Far
4.30,4.94,-67.00,Far
4.30,5.36,-67.92,Far
4.30,5.23,-67.63,Far
4.30,5.10,-67.36,Far
4.30,5.44,-68.07,Far
4.30,4.12,-65.01,Far
4.30,3.79,-64.09,Far
4.30,3.67,-63.74,Far
4.30,5.13,-67.42,Far
4.30,4.74,-66.56,Far
4.30,4.56,-66.13,Far
4.30,5.39,-67.97,Far
4.30,6.18,-69.48,Far
4.30,5.78,-68.75,Far
4.30,5.48,-68.16,Far
4.30,5.91,-68.99,Far
4.30,5.64,-68.47,Far
4.30,5.37,-67.94,Far
4.30,5.85,-68.87,Far
4.30,5.62,-68.44,Far
4.30,5.43,-68.06,Far
4.30,5.27,-67.72,Far
4.30,5.62,-68.44,Far
4.30,5.46,-68.11,Far
4.30,5.34,-67.86,Far
4.30,5.54,-68.28,Far
4.30,10.71,-75.55,Far
4.30,6.63,-70.25,Far
4.30,5.38,-67.96,Far
4.30,6.28,-69.66,Far
4.30,5.58,-68.36,Far
4.30,5.15,-67.48,Far
4.30,5.68,-68.55,Far
4.30,5.33,-67.85,Far
4.30,5.07,-67.30,Far
4.30,4.87,-66.86,Far
4.30,5.18,-67.53,Far
4.30,5.00,-67.14,Far
4.30,4.85,-66.80,Far
4.30,4.72,-66.50,Far
4.30,5.03,-67.20,Far
4.30,4.89,-66.90,Far
4.30,4.78,-66.64,Far
4.30,5.02,-67.18,Far
4.30,5.21,-67.60,Far
4.30,5.08,-67.33,Far
4.40,2.87,-61.03,Far
4.40,2.88,-61.07,Far
4.40,2.88,-61.07,Far
4.40,2.88,-61.07,Far
4.40,2.87,-61.02,Far
4.40,2.87,-61.02,Far
4.40,2.86,-60.98,Far
4.40,2.87,-61.02,Far
4.40,2.86,-60.98,Far
4.40,2.88,-61.06,Far
4.40,2.87,-61.02,Far
4.40,2.87,-61.02,Far
4.40,2.88,-61.06,Far
4.40,2.89,-61.10,Far
4.40,2.89,-61.09,Far
4.40,2.89,-61.09,Far
4.40,2.88,-61.04,Far
4.40,2.89,-61.08,Far
4.40,2.88,-61.04,Far
4.40,2.86,-61.00,Far
4.40,2.88,-61.04,Far
4.40,2.89,-61.08,Far
4.40,2.88,-61.07,Far
4.40,2.87,-61.03,Far
4.40,2.88,-61.07,Far
4.40,2.88,-61.07,Far
4.40,2.87,-61.02,Far
4.40,2.88,-61.06,Far
4.40,2.88,-61.06,Far
4.40,2.87,-61.02,Far
4.40,2.87,-61.02,Far
4.40,2.88,-61.06,Far
4.40,2.88,-61.05,Far
4.40,2.88,-61.05,Far
4.40,2.87,-61.01,Far
4.40,2.88,-61.05,Far
4.40,2.88,-61.05,Far
4.40,2.87,-61.01,Far
4.40,2.88,-61.05,Far
4.40,2.88,-61.04,Far
4.40,2.86,-61.00,Far
4.40,2.88,-61.04,Far
4.40,2.88,-61.04,Far
4.40,2.88,-61.04,Far
4.40,2.86,-61.00,Far
4.40,2.88,-61.04,Far
4.40,2.86,-61.00,Far
4.40,2.86,-61.00,Far
4.40,2.85,-60.96,Far
4.40,2.86,-61.00,Far
4.40,2.85,-60.96,Far
4.40,2.84,-60.92,Far
4.40,2.85,-60.96,Far
4.40,2.86,-61.00,Far
4.40,2.86,-61.00,Far
4.40,2.85,-60.96,Far
4.40,2.87,-61.01,Far
4.40,2.87,-61.01,Far
4.40,2.85,-60.96,Far
4.40,2.87,-61.01,Far
4.40,2.87,-61.01,Far
4.40,2.86,-60.97,Far
4.40,2.86,-60.97,Far
4.40,2.87,-61.01,Far
